"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
62,5,4,7,4,8,7,3,4,2,6,10,2,2,9,9,5,8,6,6,4,4,1,4,4
63,9,5,7,2,5,5,6,8,6,6,4,9,8,6,10,6,3,8,4,8,7,1,7,5
64,9,1,2,10,10,4,3,2,2,1,10,1,5,7,7,2,6,5,3,2,3,5,4,8
65,1,3,3,5,7,2,5,4,5,2,6,7,6,2,8,2,5,6,10,8,6,1,9,2
66,6,10,9,8,10,5,2,4,6,2,6,6,8,6,8,10,8,4,9,8,4,7,2,4
67,10,2,1,8,8,5,9,9,5,7,2,1,2,7,1,3,5,5,7,7,1,4,7,1
68,2,6,1,4,3,4,2,9,5,6,9,2,7,6,5,3,7,10,7,1,10,8,3,9
69,7,6,6,9,1,9,8,9,2,9,8,5,10,10,3,9,7,3,1,8,10,4,5,7
70,7,2,10,5,8,3,10,8,9,3,8,4,4,2,5,5,9,7,8,8,7,2,4,4
71,10,6,8,10,5,5,10,10,7,5,7,2,3,6,8,4,1,10,4,7,9,7,8,9
72,8,5,1,6,4,2,10,10,3,5,3,7,10,9,2,5,6,1,7,9,3,8,5,3
73,9,3,7,1,2,7,8,9,10,3,8,5,2,3,1,1,9,10,3,2,7,3,9,4
74,1,8,3,2,4,6,1,8,4,10,3,1,5,9,5,10,2,4,5,7,4,3,8,4
75,1,8,1,5,6,9,1,1,9,1,4,5,7,3,7,4,5,9,5,9,6,4,3,4
76,10,5,6,5,5,7,2,2,1,7,10,9,5,2,1,2,7,7,2,5,8,4,3,2
77,4,5,4,6,8,9,1,3,5,10,4,9,6,9,6,3,6,7,9,6,1,7,6,2
78,5,6,6,6,10,1,7,10,7,10,9,4,6,3,3,4,1,10,9,7,7,4,4,7
79,5,2,6,5,9,3,7,4,4,7,4,5,7,2,3,5,6,8,8,3,4,9,10,2
80,8,1,6,6,5,5,4,9,4,5,3,6,10,1,2,10,8,9,1,7,4,10,10,10
81,10,4,2,9,1,7,10,7,10,4,4,4,5,6,5,4,6,4,7,1,1,8,8,4
82,5,4,10,9,10,5,4,6,9,2,8,1,10,4,1,7,4,3,6,10,8,8,9,9
83,10,5,6,3,7,8,6,2,1,4,7,2,9,3,3,2,1,9,3,3,10,2,8,9
84,10,3,8,3,4,5,2,8,7,8,5,8,7,7,5,5,10,5,4,7,2,4,10,3
85,3,1,2,5,3,6,2,3,9,1,6,10,6,7,7,7,5,7,1,6,5,4,8,3
86,1,6,3,4,7,5,6,9,9,2,8,6,1,1,6,8,5,6,5,5,7,4,4,6
87,4,10,10,4,2,3,7,10,1,4,6,1,6,1,2,1,7,2,10,4,9,3,4,1
88,9,4,5,6,2,7,6,10,6,2,5,10,2,8,9,4,8,10,7,7,2,7,5,4
89,6,3,5,6,7,8,3,9,1,2,7,5,7,9,2,8,1,2,1,8,8,7,10,10
90,3,7,5,10,7,4,3,2,5,1,10,7,8,3,7,3,3,10,5,1,3,4,1,2
91,5,2,2,6,2,3,7,6,6,9,4,6,1,4,10,5,2,8,2,6,8,3,2,8
92,4,9,9,9,2,6,8,10,3,6,5,1,1,5,6,7,2,9,6,8,4,10,6,4
93,9,3,10,10,4,5,9,8,1,7,3,3,5,10,7,2,2,5,10,8,2,5,1,2
94,3,3,9,2,2,1,3,6,6,10,2,8,1,7,2,4,6,6,8,10,8,3,2,8
95,10,3,2,7,7,10,9,4,9,2,8,2,8,6,5,10,7,1,8,7,2,8,4,1
96,8,1,8,5,6,10,2,1,6,3,8,5,7,9,7,8,6,4,8,2,5,2,7,3
97,4,6,9,2,7,9,8,2,9,5,4,6,2,2,4,2,4,8,1,1,10,3,2,9
98,3,8,2,7,3,5,8,9,4,1,9,3,2,10,9,8,1,2,8,3,8,9,10,4
99,6,10,2,4,7,8,4,10,7,4,8,7,1,1,1,9,5,4,3,10,7,7,10,2
100,6,2,9,1,8,1,6,2,2,8,6,9,6,10,4,5,2,9,1,8,5,3,3,6
101,9,2,10,9,10,7,4,9,7,5,10,7,9,8,1,5,8,1,4,9,3,9,7,3
102,3,8,9,2,3,5,7,7,7,6,10,7,9,7,7,10,4,2,9,7,7,4,6,7
103,3,2,4,4,9,4,7,1,5,9,8,7,5,8,5,5,2,9,2,6,5,2,10,4
104,10,7,5,6,4,1,3,9,9,8,8,4,5,8,8,7,3,4,2,1,10,1,6,4
105,7,6,10,10,7,9,4,7,3,3,8,3,1,4,6,5,3,5,7,1,1,9,3,9
106,2,7,5,2,2,4,4,6,10,4,10,5,9,9,6,6,2,8,4,1,8,1,1,5
107,4,9,3,6,4,7,9,3,7,1,4,3,3,2,4,7,7,8,7,1,7,7,6,2
108,9,10,7,1,6,7,2,5,8,7,8,1,7,10,2,4,2,9,3,10,2,8,9,6
109,1,10,2,7,3,1,3,10,8,5,5,7,5,9,5,2,8,9,5,8,4,3,10,4
110,3,2,3,2,5,1,2,7,2,4,2,6,3,4,3,6,5,1,1,10,1,5,3,10
111,4,3,8,6,2,9,10,2,3,7,10,9,4,3,4,8,2,8,8,4,10,1,5,9
112,2,7,7,2,2,10,9,5,2,10,9,9,1,2,9,1,4,3,6,9,10,9,3,9
113,5,10,8,5,3,6,6,3,10,9,8,4,3,8,5,4,7,5,7,8,10,5,8,1
114,3,7,10,4,8,4,1,2,7,5,6,5,8,5,10,9,8,8,9,10,1,9,6,2
115,5,1,10,4,10,8,8,1,10,2,4,3,5,7,8,9,7,7,1,10,4,8,6,10
116,9,9,2,1,7,5,5,8,8,5,8,1,7,3,10,8,10,1,2,1,1,4,7,7
117,3,1,4,5,5,9,7,5,10,4,1,2,7,3,6,6,3,1,10,8,4,2,2,10
118,8,6,10,10,4,5,9,4,2,3,3,3,1,2,6,10,6,4,8,1,10,2,8,8
119,4,5,4,5,5,2,7,5,2,9,1,2,8,10,8,2,9,5,5,2,9,7,10,1
120,9,5,4,3,5,6,3,5,7,9,9,3,10,6,5,9,3,2,3,2,10,3,8,4
121,3,4,2,10,6,8,5,3,10,5,5,4,8,5,4,10,10,2,8,2,3,1,8,5
122,7,6,10,2,3,4,8,3,5,8,6,1,10,6,7,7,4,10,2,3,3,2,10,8
123,2,3,8,4,9,2,6,9,1,6,9,9,7,6,4,5,3,9,4,8,1,8,10,5
124,1,6,7,5,4,9,8,2,1,2,2,5,6,4,4,10,8,10,6,1,6,10,4,10
125,3,10,1,4,1,2,7,8,7,1,8,3,2,7,10,10,2,4,9,3,1,2,1,9
126,5,6,2,8,10,3,4,1,1,6,8,4,5,2,6,3,4,2,8,8,4,6,1,6
127,1,8,9,8,3,4,1,7,6,4,3,6,4,3,6,7,8,3,4,3,10,3,2,7
128,1,8,10,7,5,7,7,7,1,8,1,7,4,10,4,3,5,8,7,5,10,7,2,7
129,2,2,10,4,4,1,4,6,1,5,2,5,1,9,5,10,10,3,7,7,3,1,9,1
130,3,5,2,2,1,6,2,5,2,5,2,2,10,5,7,5,8,1,9,3,9,10,4,9
131,4,4,1,3,5,5,4,2,6,5,7,1,10,5,6,10,5,6,7,10,1,8,4,8
132,4,1,5,7,2,1,7,5,3,10,1,10,3,5,8,4,8,3,8,3,5,2,7,6
133,5,8,1,7,6,10,4,6,2,7,6,7,7,8,2,1,3,8,1,9,7,9,9,3
134,5,6,10,5,2,4,6,5,2,8,7,2,2,5,4,9,7,9,4,3,1,1,8,4
135,1,9,7,7,8,8,4,4,7,1,2,7,2,4,5,4,7,1,10,9,4,3,7,2
136,8,1,5,5,9,8,2,2,8,7,7,7,4,2,9,8,1,2,3,9,9,2,1,8
137,2,7,9,2,8,1,10,2,10,10,10,4,10,6,3,6,7,9,8,3,7,10,1,4
138,9,8,4,4,5,7,5,10,4,7,7,7,8,9,8,4,9,3,3,1,5,10,5,6
139,6,1,4,8,10,8,4,7,5,10,10,8,7,3,4,2,4,10,5,10,10,4,1,9
140,10,2,1,8,5,2,5,3,3,10,2,5,9,4,4,3,1,6,9,10,4,4,6,8
141,4,4,2,2,5,5,5,6,3,2,2,10,10,8,4,4,2,5,6,1,8,6,4,1
142,6,3,2,5,3,3,6,7,9,9,10,4,7,4,9,1,2,6,10,5,10,10,6,1
143,3,1,5,2,4,5,4,5,6,2,4,5,8,2,9,2,3,1,5,5,10,8,9,3
144,10,7,9,3,5,5,6,9,6,7,8,2,2,5,5,8,9,3,9,7,2,5,7,3
145,2,9,6,7,9,10,1,6,10,7,2,7,1,7,2,7,5,9,6,2,1,10,4,4
146,3,6,9,5,1,7,9,7,4,10,5,7,6,9,1,1,7,10,8,3,1,1,3,2
147,1,1,9,7,3,5,6,3,6,7,6,5,5,7,10,10,6,3,6,3,5,5,6,4
148,9,4,1,10,3,3,1,2,3,9,2,4,9,10,2,1,3,6,9,4,2,5,3,8
149,8,2,3,2,9,4,3,7,6,2,4,4,7,2,8,3,7,10,5,3,5,8,2,2
150,1,7,9,2,1,3,9,1,8,10,6,10,1,1,10,9,4,1,6,1,6,8,7,10
151,2,3,3,7,6,3,7,5,3,4,8,5,7,4,4,8,4,1,7,2,7,8,6,8
152,3,10,1,10,3,3,5,1,5,9,5,2,4,7,5,2,9,5,3,8,2,5,10,6
153,4,8,1,3,8,1,8,10,8,8,6,3,7,10,1,3,5,1,3,1,7,4,6,9
154,10,6,6,6,5,7,9,4,3,1,3,2,9,3,6,7,5,6,6,3,6,6,2,10
155,8,8,1,10,2,8,7,3,10,1,8,4,2,9,10,1,2,9,1,4,1,10,7,8
156,3,9,1,9,3,8,9,6,6,9,5,4,7,10,7,8,9,3,4,2,6,6,4,3
157,4,8,2,7,6,3,4,5,7,4,10,5,1,8,5,3,7,7,9,10,2,3,9,6
158,6,3,9,4,7,1,7,8,9,3,10,9,8,3,9,4,2,5,5,9,8,2,1,4
159,9,6,6,6,1,10,1,3,8,1,8,1,1,5,7,5,6,3,1,1,5,8,7,9
160,4,1,9,8,2,9,7,6,8,3,6,4,4,3,7,7,9,9,5,10,8,2,5,1
161,1,8,2,3,8,3,2,6,10,2,7,3,4,10,5,5,2,4,9,9,3,4,10,7
162,9,8,5,8,9,4,5,5,4,3,5,3,7,2,5,7,6,8,7,5,2,5,1,4
163,3,1,1,3,10,8,8,5,7,4,8,9,2,8,10,7,3,9,3,8,6,6,7,3
164,4,6,1,2,5,8,1,9,7,1,5,10,10,5,10,3,3,8,1,6,9,6,5,3
165,2,8,1,10,9,9,5,3,3,8,10,3,9,3,1,4,9,3,10,2,4,8,10,2
166,10,7,8,2,10,8,4,4,8,8,3,4,5,6,10,10,6,9,10,5,2,9,1,9
167,8,8,5,10,8,2,7,1,10,10,10,1,5,7,7,3,6,4,8,3,10,5,8,8
168,9,5,7,2,3,1,4,10,7,4,4,8,5,7,10,4,3,4,10,6,6,4,3,4
169,7,2,8,6,9,4,8,5,1,7,9,3,4,7,6,5,8,1,4,5,2,9,6,5
170,3,6,1,7,10,3,2,6,10,4,9,1,3,5,1,6,10,8,1,1,8,6,5,2
171,7,10,3,4,5,9,7,10,10,4,3,3,1,9,6,10,6,1,4,3,2,1,3,2
172,6,3,2,2,3,5,1,8,2,4,6,1,2,9,1,2,6,2,10,8,8,7,4,4
173,5,1,5,1,5,8,3,7,2,1,7,10,2,3,2,10,9,8,1,6,1,8,8,8
174,4,9,10,5,8,7,2,3,2,3,6,5,5,4,3,8,7,1,4,3,6,9,6,3
175,1,6,7,2,6,3,10,1,7,4,9,9,10,8,9,4,5,8,6,10,7,9,5,1
176,8,1,3,8,2,8,8,3,5,8,1,8,4,3,10,8,5,7,1,8,8,6,5,5
177,8,3,3,4,9,10,7,2,1,6,7,8,8,9,3,6,5,3,10,2,8,6,8,10
178,3,6,4,9,2,6,4,8,1,7,3,3,8,8,10,10,8,6,5,1,9,5,4,3
179,8,6,8,4,9,10,8,9,8,10,3,8,2,7,1,6,5,7,9,7,1,6,10,5
180,6,7,9,3,5,1,9,5,1,8,1,5,2,10,8,8,1,4,9,1,8,1,1,5
181,10,9,6,1,1,9,6,6,2,10,10,4,9,6,8,10,1,3,10,10,2,8,3,2
182,2,7,4,5,8,9,8,10,2,1,1,6,8,6,2,2,5,9,3,8,1,8,3,8
183,6,8,6,2,6,8,10,5,1,6,4,4,5,10,5,6,2,10,6,6,5,7,1,2
184,4,5,6,4,1,6,6,6,9,1,7,2,6,9,3,7,8,5,8,1,1,4,7,7
185,10,4,3,7,10,2,10,5,8,4,8,10,6,10,8,1,9,4,8,10,2,3,4,8
186,2,10,1,1,4,7,4,7,2,1,9,3,1,10,2,8,9,2,9,6,3,5,10,9
187,3,7,7,6,7,7,10,10,10,8,6,9,1,4,10,8,3,3,3,10,8,2,2,9
188,10,6,1,10,5,4,6,5,10,6,6,4,4,10,6,3,5,3,9,8,1,4,4,3
189,9,2,8,6,1,10,4,6,9,8,5,2,7,1,7,7,3,9,3,1,10,8,4,7
190,8,8,9,5,8,9,10,6,8,2,6,5,2,7,7,8,4,6,5,3,8,9,2,10
191,4,6,10,7,9,1,7,9,6,9,9,7,9,2,4,6,6,1,5,8,2,3,4,4
192,6,2,4,4,7,9,8,10,4,4,8,10,1,7,7,8,10,3,5,7,2,8,10,1
193,6,6,5,6,2,4,4,4,3,9,4,2,5,5,8,8,5,2,3,9,8,6,1,7
194,3,2,2,2,10,3,8,2,3,2,2,1,6,9,9,6,10,3,8,2,10,4,10,6
195,10,8,4,5,5,3,7,7,8,9,5,6,7,4,6,6,1,4,1,10,1,9,2,4
196,2,6,7,1,3,8,4,6,6,1,5,4,1,5,2,8,9,6,9,10,8,6,9,9
197,2,4,6,8,8,5,7,2,6,9,8,7,7,4,1,7,1,1,10,10,7,7,1,5
198,4,4,9,9,2,8,9,6,9,5,5,3,7,9,2,5,7,4,4,5,4,4,2,9
199,10,9,1,1,3,3,4,3,7,9,7,3,1,8,9,8,5,2,9,1,8,6,8,10
200,6,10,2,5,5,4,5,5,10,5,6,2,6,5,4,8,3,7,6,2,8,8,10,3
201,1,4,3,1,1,3,5,10,9,9,6,4,3,5,2,3,4,6,6,2,6,4,7,9
202,5,10,8,8,6,1,4,9,7,2,3,2,6,3,3,2,6,5,8,5,2,8,8,5
203,3,1,8,4,9,4,6,1,10,5,9,6,7,6,2,9,4,7,4,10,3,7,6,4
204,6,3,4,8,2,7,6,1,4,9,10,3,9,3,6,5,3,3,8,7,8,8,6,1
205,1,1,3,3,8,10,8,10,8,2,2,7,7,3,9,4,2,5,2,5,8,7,9,5
206,2,3,9,10,3,10,9,9,9,9,2,4,8,10,10,8,10,8,7,6,4,2,5,9
207,2,9,8,4,2,9,2,9,7,1,9,9,1,9,2,5,5,3,10,5,9,10,5,3
208,3,1,9,5,2,1,5,8,1,3,3,6,9,9,4,5,1,7,5,4,2,9,4,5
209,9,8,2,8,3,5,4,7,1,2,1,9,8,9,4,9,9,1,8,1,4,5,3,6
210,1,2,5,6,6,1,6,1,5,5,10,7,8,7,8,6,8,9,7,4,2,4,10,10
211,4,1,9,2,8,1,8,4,8,10,3,3,3,4,2,7,10,3,7,10,1,8,7,4
212,7,4,5,4,5,7,4,9,8,7,5,10,7,3,10,9,8,9,7,3,9,9,4,10
213,3,6,3,3,1,6,7,5,5,6,5,6,10,8,1,5,4,8,6,1,3,7,7,8
214,5,10,2,3,8,9,10,7,9,5,1,8,2,6,6,1,1,6,5,4,8,2,5,6
215,6,2,6,6,4,2,6,5,5,3,4,3,10,4,1,1,4,3,1,5,8,7,9,3
216,4,9,4,4,7,10,2,3,6,5,9,6,1,8,7,10,1,9,2,7,9,9,8,4
217,4,7,1,3,9,3,4,3,2,4,2,7,8,6,10,3,7,1,9,6,10,9,1,3
218,7,2,9,7,5,10,9,8,7,5,5,7,5,3,2,4,10,9,6,9,4,3,4,7
219,8,5,3,7,7,6,7,7,2,10,5,8,5,1,5,7,8,10,3,1,10,9,10,9
220,6,1,2,2,6,6,5,8,2,7,8,4,6,6,9,6,4,8,7,8,10,2,9,7
221,5,8,10,9,8,8,10,7,8,1,4,4,3,7,5,7,2,8,4,10,7,9,4,8
222,1,6,6,3,4,5,10,2,3,3,5,4,3,10,3,4,5,5,4,10,9,10,9,10
223,4,9,9,5,2,6,1,6,4,6,9,1,6,4,9,4,1,3,7,3,8,4,10,7
224,9,4,10,1,4,1,8,6,8,7,8,1,1,6,3,3,9,10,6,2,2,8,4,2
225,2,4,9,10,8,7,5,5,7,8,4,8,2,9,10,10,8,3,7,10,5,1,2,9
226,9,2,8,5,4,9,9,3,3,3,5,1,4,6,4,7,2,10,9,4,7,4,1,6
227,2,10,2,7,7,6,8,3,2,1,9,8,6,6,10,9,10,3,8,2,8,2,4,3
228,2,5,3,1,4,1,1,4,5,4,10,7,9,9,7,9,1,4,8,2,10,6,7,1
229,7,7,8,3,4,7,5,3,1,6,5,7,9,1,4,10,8,5,3,7,6,3,7,5
230,2,5,5,10,6,3,2,8,2,3,8,8,5,8,7,4,1,4,2,6,8,1,1,6
231,9,6,5,7,2,3,5,3,5,8,1,5,7,2,10,4,9,3,5,6,9,6,6,6
232,10,7,6,3,2,6,3,9,3,10,8,6,2,6,8,1,9,7,7,7,8,5,9,3
233,9,4,9,3,4,2,4,2,8,7,8,2,8,4,3,7,8,1,10,1,6,2,3,1
234,5,3,2,8,2,7,10,9,7,9,8,6,4,4,9,10,9,3,2,3,4,3,2,6
235,5,5,4,4,1,4,10,1,5,7,3,6,9,2,5,2,10,7,1,8,8,10,9,7
236,2,4,1,4,2,2,2,5,7,6,9,4,7,9,2,2,7,1,1,3,5,9,6,4
237,6,6,5,7,1,3,10,10,2,4,1,6,5,1,4,2,1,6,7,3,9,10,7,1
238,6,4,10,2,1,10,10,7,4,5,7,2,10,3,3,3,10,6,4,3,8,10,7,3
239,8,9,10,6,4,8,6,9,4,7,6,2,2,2,2,6,1,7,2,1,10,6,10,7
240,3,9,10,6,5,9,7,3,10,5,6,9,1,8,5,1,2,10,8,3,2,10,4,7
241,2,5,1,8,7,1,5,4,2,6,9,7,10,2,6,3,2,8,6,3,6,2,1,5
242,5,6,1,7,5,2,8,1,9,9,5,3,6,2,4,4,9,5,7,10,8,1,4,5
243,10,8,9,2,10,7,4,6,5,8,6,6,3,4,5,5,8,10,6,8,5,9,8,1
244,5,6,6,5,2,7,9,9,3,10,7,3,3,1,3,8,8,2,9,7,9,10,5,8
245,3,1,7,3,4,6,2,10,7,5,4,4,9,8,8,7,6,3,1,8,1,4,3,5
246,10,8,9,5,10,1,10,2,4,9,2,4,3,4,7,9,3,9,7,1,6,9,3,8
247,6,8,1,6,1,1,5,9,8,2,5,7,2,1,6,2,8,7,7,10,8,6,6,4
248,9,5,3,4,3,2,7,10,3,5,8,7,9,6,7,3,3,8,10,4,4,6,9,1
249,2,7,9,9,8,6,3,2,8,10,10,7,7,1,6,2,6,10,3,2,6,2,8,10
250,1,2,3,2,2,10,7,5,2,3,6,5,1,7,2,5,3,7,9,1,2,7,10,8
251,5,8,10,10,8,2,6,8,2,9,2,9,8,4,10,4,2,6,10,4,9,5,10,7
252,8,9,6,7,5,1,3,7,8,9,10,6,8,9,7,7,6,6,10,2,2,9,10,7
253,10,5,9,2,6,9,7,7,5,3,5,3,8,6,8,1,5,2,3,7,5,8,7,1
254,2,7,8,1,6,2,3,10,8,9,9,7,6,9,10,7,7,3,2,1,10,2,1,4
255,1,3,4,10,7,3,5,9,8,4,9,9,8,2,5,8,4,5,10,2,4,9,7,9
256,8,1,4,3,8,10,8,1,7,3,7,4,1,3,2,9,7,6,3,10,9,4,7,9
257,3,8,10,4,4,8,5,1,9,5,2,9,6,7,9,10,4,10,6,3,4,6,7,4
258,2,9,2,2,7,3,7,6,4,7,9,10,10,4,8,5,4,7,8,5,1,3,10,2
259,9,2,8,9,2,3,2,8,10,10,1,4,2,3,5,8,5,5,2,8,2,2,3,5
260,5,7,10,5,3,2,2,8,9,7,5,7,8,3,4,2,1,3,6,6,7,1,4,4
261,7,8,6,9,7,10,2,2,4,1,10,6,3,7,4,1,7,9,4,2,6,5,8,3
262,9,1,1,8,5,6,6,6,4,5,8,4,1,2,1,5,3,3,10,6,8,2,3,1
263,7,1,5,7,6,8,4,1,8,1,7,1,5,7,4,8,4,9,10,6,4,9,6,3
264,7,3,4,7,7,7,7,5,5,10,5,3,2,6,8,5,1,2,7,2,8,5,8,2
265,9,10,6,5,10,3,2,5,2,5,10,2,9,3,5,10,7,7,9,3,6,2,6,10
266,5,4,7,4,2,1,4,5,4,9,5,7,6,5,10,3,3,1,10,5,1,2,8,5
267,10,4,3,10,5,9,4,4,6,4,4,2,6,9,3,9,1,5,5,9,10,2,4,9
268,7,2,9,8,9,9,5,5,3,4,7,7,7,10,3,3,10,8,7,1,2,8,9,3
269,6,2,10,10,5,9,10,2,1,4,7,2,2,1,4,8,5,2,8,5,9,3,5,7
270,7,5,7,4,5,2,8,1,6,2,9,3,2,2,7,1,1,8,7,1,1,8,6,4
271,4,4,8,8,4,10,2,5,8,8,10,10,10,3,8,8,3,4,3,6,7,7,10,9
272,9,10,2,4,4,7,8,10,7,4,2,10,4,8,8,1,2,1,6,8,5,7,3,2
273,8,9,10,2,10,9,8,9,2,8,5,2,8,10,3,2,10,8,7,8,1,6,1,9
274,2,4,1,10,2,2,7,10,3,5,8,5,9,6,10,6,9,7,1,10,5,1,2,3
275,1,6,2,4,1,3,9,8,7,8,9,1,2,10,2,4,6,9,1,10,8,6,5,10
276,7,7,9,4,4,3,3,9,4,5,7,6,6,3,4,4,8,3,8,4,1,10,7,1
