"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
113,8,5,6,4,10,2,6,5,1,3,4,1,7,1,3,3,2,3,1,8,8,3,7,2
114,4,3,9,3,1,6,9,9,7,4,2,8,5,2,1,5,7,5,10,3,10,5,3,9
115,3,1,1,9,7,1,4,8,3,5,3,7,8,6,4,1,4,2,4,9,1,3,1,10
116,2,4,6,4,1,9,9,8,8,6,10,4,9,4,1,8,10,4,2,7,10,6,9,2
117,8,9,4,9,9,2,6,2,4,2,2,10,10,2,7,8,2,1,3,3,6,8,3,3
118,7,3,5,5,8,9,2,1,6,3,4,2,3,3,10,8,1,3,3,6,3,3,8,3
119,10,1,6,9,5,4,5,10,7,1,10,1,1,8,7,1,3,9,1,6,6,7,6,2
120,1,8,4,3,10,5,2,9,4,5,9,10,7,6,5,1,4,3,7,2,2,4,9,1
121,5,10,5,4,2,6,8,8,3,7,1,5,1,9,5,3,1,9,7,5,5,2,9,4
122,10,8,6,6,4,7,10,6,8,1,5,4,9,8,5,5,6,2,7,3,8,5,9,2
123,4,1,1,7,1,3,8,3,6,10,7,3,10,3,5,8,1,4,3,6,3,10,2,6
124,1,8,2,10,9,3,1,3,5,4,3,9,5,2,1,9,1,8,2,9,7,4,4,6
125,8,1,2,6,7,6,1,5,7,4,3,5,8,8,6,10,5,3,5,2,7,1,7,3
126,8,9,3,9,4,1,7,10,9,3,3,9,2,4,6,4,7,9,2,2,9,3,3,6
127,8,3,6,8,7,2,2,7,4,3,9,5,6,3,2,8,7,6,3,7,1,6,10,8
128,4,5,8,5,6,4,9,9,6,9,4,2,7,5,1,7,10,7,2,10,7,1,6,4
129,8,9,3,5,4,5,10,5,6,2,7,6,3,2,1,1,1,2,8,5,8,2,7,2
130,4,4,6,1,6,7,8,7,2,4,10,1,9,8,7,4,8,7,2,10,1,2,5,6
131,6,6,2,5,1,7,10,1,7,8,3,8,7,7,9,1,3,10,8,5,3,6,5,9
132,4,7,10,7,1,6,2,3,5,9,2,10,5,7,2,4,2,3,1,9,5,1,1,8
133,7,6,3,8,5,2,8,3,5,9,5,9,10,6,1,10,7,1,1,2,7,7,10,7
134,7,6,5,2,9,2,4,9,5,8,5,1,1,9,8,9,7,9,8,7,5,2,8,9
135,10,1,1,1,6,9,3,10,5,7,10,10,7,10,10,5,5,9,9,9,6,9,4,3
136,3,10,1,10,4,2,4,8,5,6,4,9,7,7,10,10,6,3,2,2,3,1,5,3
137,1,8,4,1,4,3,10,3,2,5,8,8,9,3,7,10,2,4,7,6,8,3,6,7
138,8,5,10,7,5,6,8,5,2,8,6,4,6,3,7,5,6,6,10,8,1,1,9,3
139,10,5,6,6,3,4,4,9,3,8,8,1,4,4,2,1,1,10,7,1,7,10,3,7
140,4,4,10,5,5,1,7,6,9,4,6,3,1,9,6,3,3,4,6,9,5,9,1,10
141,7,1,9,4,1,7,2,10,3,9,9,3,7,9,6,10,2,7,9,7,1,4,10,5
142,7,2,2,2,4,2,1,6,9,10,1,7,2,1,2,7,8,10,2,5,8,3,3,5
143,10,1,5,6,6,7,3,7,6,2,1,10,6,1,6,8,9,1,1,3,1,6,4,4
144,6,9,3,7,5,3,10,1,1,9,8,4,3,4,5,4,5,2,4,4,6,10,3,2
145,4,8,7,7,6,5,6,5,2,5,4,5,7,2,8,1,9,2,5,2,9,7,7,7
146,4,3,3,3,3,9,4,10,6,10,4,1,2,5,10,8,6,2,7,2,4,5,10,4
147,1,3,1,2,6,3,8,1,7,4,7,4,10,3,2,2,6,4,8,1,2,5,9,10
148,8,4,6,9,5,2,9,6,2,3,9,5,2,5,9,3,1,1,3,9,3,4,6,8
149,6,5,10,7,6,7,4,2,7,8,5,9,8,10,5,5,4,7,10,1,9,10,8,6
150,3,5,6,9,10,4,9,3,7,9,7,1,8,6,10,10,5,6,4,8,2,10,10,6
151,10,9,7,8,4,9,1,10,7,6,10,5,6,6,2,9,1,5,8,1,1,7,6,6
152,7,8,9,10,5,5,2,4,8,4,1,10,5,7,2,9,6,2,5,4,1,6,7,9
153,4,7,8,5,8,6,8,3,7,7,2,7,3,5,9,5,4,5,7,10,4,10,6,7
154,3,2,3,3,9,4,6,10,6,1,2,2,10,2,7,5,8,10,4,7,3,2,8,1
155,5,9,4,9,3,8,1,9,1,4,3,1,4,2,6,6,6,3,6,3,10,1,5,3
156,7,10,8,6,1,10,5,1,2,7,2,9,8,5,10,6,5,6,4,2,10,1,7,7
157,7,10,1,4,9,2,2,5,1,5,5,2,5,3,4,5,4,1,1,1,6,9,8,1
158,1,2,8,4,2,8,6,2,7,3,3,2,2,1,8,2,7,7,3,5,8,5,4,9
159,5,6,9,10,5,6,6,3,8,4,9,3,10,2,6,2,2,10,10,5,1,3,9,9
160,9,2,7,1,6,2,9,10,3,5,9,4,9,9,9,9,10,1,8,2,8,8,3,10
161,5,2,6,8,3,9,7,3,1,3,1,9,6,7,10,10,3,5,2,3,9,9,3,7
162,9,8,2,8,7,9,10,2,4,2,4,4,2,7,5,7,8,9,4,3,8,8,10,4
163,2,7,7,6,4,3,1,9,4,5,3,1,4,5,2,10,1,8,4,7,1,8,8,3
164,8,10,3,10,5,1,9,6,7,2,8,4,10,9,7,3,7,3,5,10,5,7,9,6
165,10,6,8,4,1,5,1,1,4,9,2,1,7,1,4,9,3,2,10,8,8,4,7,2
166,7,10,10,2,3,2,7,10,9,9,3,4,1,1,2,7,1,2,8,5,2,9,5,4
167,4,10,9,5,2,7,5,5,9,3,2,7,5,8,1,7,6,8,3,2,4,4,10,5
168,10,5,10,4,5,7,6,4,7,2,4,9,7,9,9,5,6,10,6,5,10,1,1,10
169,10,7,4,7,5,10,5,5,5,4,1,6,9,5,4,8,7,10,9,3,8,5,5,2
170,6,7,2,10,7,9,6,4,5,8,7,2,1,2,10,1,7,5,3,4,5,6,2,5
171,2,2,3,5,9,4,7,9,6,6,3,1,8,7,7,5,2,2,9,9,9,10,2,8
172,2,8,5,1,4,1,9,10,2,5,8,7,6,3,7,4,1,5,9,9,10,8,9,9
173,7,8,6,1,9,4,2,3,1,3,9,3,6,9,7,10,4,5,10,9,5,6,4,8
174,4,7,7,9,5,9,2,1,6,6,3,1,1,2,4,1,5,5,7,5,5,5,4,9
175,9,4,9,5,6,6,10,6,8,9,9,6,1,7,2,9,8,7,3,6,9,9,7,7
176,9,6,1,1,7,1,8,8,3,10,3,2,2,4,4,7,4,8,9,9,2,2,3,1
177,2,6,5,10,5,10,1,7,2,9,2,10,6,7,5,1,1,4,1,7,6,2,3,10
178,7,6,5,1,3,1,1,9,2,1,4,5,1,10,6,7,7,7,7,3,6,5,3,9
179,7,2,8,9,7,10,7,2,3,6,7,4,9,5,7,9,9,7,6,2,9,4,4,4
180,9,9,2,2,9,5,5,1,5,6,1,3,2,6,4,2,4,3,10,1,1,5,3,3
181,5,8,2,8,3,9,4,3,8,1,9,10,8,5,3,8,8,7,6,7,6,9,10,10
182,1,6,1,1,7,10,7,3,6,8,2,4,1,4,9,8,3,1,1,2,7,3,8,5
183,3,3,5,2,8,5,1,5,8,2,10,2,3,2,10,5,9,4,10,5,7,8,8,1
184,8,2,2,5,10,7,10,4,7,7,8,8,5,9,3,2,10,10,6,8,4,8,8,3
185,10,2,5,3,6,8,7,9,10,6,3,10,10,4,3,1,5,2,4,4,3,6,7,3
186,9,7,7,10,10,5,2,8,8,3,5,3,8,4,8,7,8,3,1,5,2,6,1,4
187,8,5,10,9,10,4,9,4,6,3,7,2,7,5,1,1,2,8,6,2,5,5,10,9
188,7,9,2,10,8,6,10,9,7,8,9,1,10,9,7,6,8,9,5,7,9,9,7,1
189,2,5,1,4,1,10,7,9,7,10,7,3,9,4,4,1,7,10,4,1,6,7,7,2
190,4,4,1,7,5,2,2,1,8,1,3,6,3,6,9,5,6,1,8,8,6,5,7,6
191,1,6,10,1,5,2,8,6,9,10,9,2,7,9,6,8,10,3,9,1,8,10,4,3
192,4,10,2,3,1,9,7,3,8,2,8,3,1,10,10,1,7,1,10,6,7,2,9,3
193,8,10,6,4,7,3,8,4,2,9,6,6,3,3,6,5,4,1,8,9,9,3,10,1
194,6,5,7,4,5,2,8,4,4,3,10,7,6,6,10,4,4,7,6,2,1,5,1,5
195,3,8,7,10,5,6,2,5,3,3,10,5,7,7,9,5,3,1,8,2,7,6,8,2
196,10,4,8,8,2,3,10,9,7,8,3,6,9,8,7,3,9,5,2,3,6,6,5,7
197,8,6,7,10,3,7,4,1,7,7,9,2,4,5,9,5,4,7,6,1,6,3,4,5
198,1,5,8,6,9,9,2,5,8,7,10,6,10,8,4,4,3,2,9,3,6,4,5,3
199,9,7,3,4,4,8,2,5,5,5,9,9,9,4,5,3,3,4,3,10,8,2,9,8
200,10,2,10,1,10,10,9,2,3,2,7,6,5,2,6,9,7,4,7,6,6,1,9,10
201,7,5,2,9,3,10,4,8,10,5,7,10,5,8,1,9,7,4,2,4,10,3,6,6
202,9,3,3,7,1,10,10,5,1,4,10,1,7,4,1,4,1,4,2,2,6,7,3,2
203,2,10,1,2,3,5,8,8,2,8,10,8,6,7,3,8,10,1,7,8,3,1,2,2
204,7,8,4,6,8,2,4,8,3,7,1,5,9,5,1,5,10,9,7,6,9,10,6,4
205,10,6,2,5,2,5,8,2,5,8,9,2,9,1,7,7,1,10,2,1,6,9,6,1
206,2,3,1,10,6,3,5,5,2,2,7,9,7,10,7,5,8,4,3,10,10,4,9,9
207,10,3,2,10,3,9,10,7,2,8,10,6,8,1,8,3,9,3,8,7,5,3,5,3
208,10,1,8,7,6,9,1,7,3,3,4,7,2,5,4,1,2,1,2,3,6,6,2,7
209,7,3,7,6,10,7,9,1,2,4,1,1,8,6,6,4,1,3,3,2,10,6,5,5
210,4,7,1,6,5,2,10,7,10,3,5,7,9,1,9,5,7,7,7,10,9,3,2,5
211,5,4,1,5,8,6,10,2,9,5,1,3,3,9,3,1,5,2,4,10,5,6,7,2
212,5,1,6,3,10,8,7,8,5,9,5,4,9,10,9,5,3,2,7,9,6,2,9,10
213,6,2,8,6,3,8,8,6,2,2,3,6,1,8,4,6,9,3,10,10,3,3,1,3
214,5,9,10,4,5,10,2,3,5,7,8,9,8,7,6,4,2,2,7,3,6,6,6,9
215,1,6,1,6,6,3,2,10,1,8,9,6,10,2,3,6,8,3,2,8,10,3,7,8
216,10,5,9,1,4,1,8,9,1,4,10,3,10,4,6,10,8,4,10,8,10,6,1,7
217,1,7,10,2,1,5,3,9,10,4,6,1,7,5,8,1,9,2,8,4,5,2,7,6
218,4,5,6,4,2,10,5,7,7,6,2,6,10,10,9,9,9,10,6,8,4,9,8,5
219,4,9,5,9,10,5,9,3,8,5,7,2,6,2,2,7,7,7,8,3,9,5,3,2
220,2,10,1,3,2,4,7,10,4,5,7,4,3,2,10,1,6,8,10,6,4,6,10,6
221,9,1,7,10,6,5,4,2,1,8,1,2,4,8,8,5,3,7,9,4,10,3,6,5
222,10,4,9,10,8,6,7,5,9,7,1,1,2,2,6,9,5,5,9,8,2,9,1,8
223,3,5,8,9,4,7,10,5,8,4,7,1,2,9,10,1,5,10,6,1,5,2,5,10
224,5,9,2,8,8,4,1,9,10,7,3,6,7,2,4,1,5,4,6,9,1,8,10,2
225,3,5,8,3,5,8,7,10,2,10,1,6,9,7,4,2,7,10,2,6,9,1,1,4
226,5,6,8,5,9,10,4,5,7,8,1,9,10,10,3,3,6,3,6,8,7,4,10,6
227,3,7,1,4,6,6,7,5,6,9,2,2,4,3,7,6,7,6,2,1,8,10,3,7
228,7,5,7,5,4,3,2,1,8,1,1,9,8,3,1,3,8,3,1,1,7,2,3,6
229,6,5,2,9,4,7,9,9,9,4,8,6,4,2,5,3,7,4,8,6,9,4,2,9
230,9,8,1,9,2,5,4,9,8,6,8,5,9,5,5,2,3,9,6,9,9,9,4,10
231,3,6,8,4,1,3,3,10,2,7,8,8,10,8,9,10,3,2,7,6,7,3,3,4
232,8,4,6,5,7,2,9,8,1,5,4,6,3,3,3,10,8,5,3,8,6,1,9,4
233,1,8,8,4,3,10,3,9,7,10,2,1,2,7,8,6,7,2,8,5,3,5,6,7
234,3,10,8,3,3,1,5,7,8,8,5,10,6,5,7,8,10,3,4,8,2,10,4,10
235,4,2,4,4,5,5,9,8,4,10,5,4,4,8,10,2,10,3,6,2,5,2,2,10
236,8,10,8,4,10,2,9,5,6,5,6,4,6,5,9,4,10,4,1,9,2,1,5,10
237,9,4,3,5,10,1,7,1,5,7,8,6,3,7,1,6,1,5,8,8,4,10,2,6
238,6,2,3,2,7,2,3,1,2,1,1,3,5,3,10,5,7,8,7,5,10,2,4,4
239,10,4,8,1,4,7,9,5,7,5,4,6,4,10,3,6,1,3,5,10,2,7,10,4
240,1,3,3,7,9,2,9,6,9,2,2,8,9,3,1,9,9,6,5,7,8,6,6,8
241,6,7,8,7,7,2,9,5,6,2,5,1,2,8,5,10,10,7,3,8,3,8,10,4
242,4,7,8,6,6,3,2,5,10,6,6,8,3,10,7,6,7,3,5,7,7,8,5,1
243,9,9,3,5,7,5,8,8,1,2,8,6,1,10,1,10,7,10,1,7,5,4,8,4
244,8,3,1,10,4,3,7,8,1,1,9,6,4,1,8,9,8,3,6,7,5,7,3,1
245,2,2,1,5,3,8,6,4,1,6,2,7,1,9,4,9,6,4,9,5,8,10,3,5
246,1,10,3,1,2,8,8,4,6,4,7,2,5,3,9,6,9,8,8,10,8,2,3,9
247,3,1,9,4,8,6,9,3,10,9,6,3,5,6,1,4,4,3,2,1,5,9,3,7
248,5,9,3,2,1,5,4,4,9,8,4,10,6,3,4,10,10,8,4,8,5,10,2,9
249,1,8,2,9,4,8,9,2,8,5,1,10,2,1,9,3,8,3,1,1,10,5,7,2
250,9,3,10,10,1,2,5,5,10,1,5,6,2,7,2,7,7,2,10,7,1,3,2,10
251,7,6,2,4,2,10,1,7,1,8,4,5,8,8,8,4,2,7,2,5,4,2,2,8
252,1,6,8,7,4,8,7,6,8,6,1,6,1,9,9,1,8,10,1,7,9,4,6,6
253,4,7,5,9,7,5,8,5,2,9,5,7,9,3,3,2,1,5,7,1,1,8,4,8
254,6,3,2,1,6,9,2,8,8,9,10,9,8,4,2,4,10,4,6,4,10,5,8,2
255,3,5,8,8,3,3,7,4,5,6,7,3,2,10,2,4,5,5,1,6,8,7,7,9
256,9,5,8,1,10,7,1,7,1,8,6,7,4,1,10,4,10,9,4,6,3,1,4,2
257,10,7,10,2,3,10,10,6,7,9,8,7,1,9,2,2,6,3,8,3,5,1,3,10
258,3,6,9,10,5,7,3,9,6,9,4,2,9,9,6,8,9,2,8,5,7,3,3,9
259,7,2,2,4,6,10,1,2,2,1,7,9,8,1,6,5,2,10,5,9,7,2,1,9
260,2,3,5,3,3,7,8,1,10,6,1,2,5,10,2,5,4,8,1,9,4,10,2,6
261,5,10,8,5,4,1,9,10,7,4,10,10,6,7,10,5,7,8,10,7,1,9,3,1
262,1,3,6,7,7,10,9,2,8,4,6,1,8,4,7,10,10,1,10,3,1,9,9,3
263,2,9,2,2,1,2,8,9,8,5,8,2,9,4,4,5,2,7,2,8,10,5,1,5
264,7,9,5,2,1,1,1,3,4,2,4,8,10,7,6,9,7,6,10,5,8,1,3,3
265,8,7,3,10,7,1,8,2,2,2,4,6,5,1,7,9,10,4,6,9,5,4,5,10
266,8,8,3,4,8,4,8,6,10,4,7,7,5,6,1,10,7,10,8,9,2,3,10,2
267,10,7,10,3,5,1,2,10,9,10,4,9,9,4,5,10,10,9,2,5,6,6,2,7
268,2,5,6,6,10,2,9,3,5,9,7,1,4,2,7,6,1,4,9,3,10,1,3,5
269,4,6,5,7,10,4,5,4,9,7,2,3,5,7,9,10,8,2,2,9,2,3,4,1
270,5,4,5,5,3,2,1,3,10,5,4,8,9,10,9,5,7,7,3,10,2,7,5,3
271,7,6,6,3,2,3,3,1,10,8,5,6,7,6,2,10,2,10,2,7,2,3,10,6
272,8,5,5,7,4,8,10,7,9,10,8,8,6,7,5,1,7,10,6,3,8,7,5,8
273,6,2,4,10,7,8,3,8,1,5,8,8,10,1,8,8,2,1,10,2,1,4,7,4
274,2,10,10,2,1,9,2,8,9,3,3,5,9,9,4,1,6,2,7,5,6,1,1,2
275,2,7,5,3,1,3,7,2,4,4,8,3,5,7,10,5,5,4,1,5,2,9,7,3
276,3,10,10,9,10,5,10,2,2,10,10,4,7,9,5,4,7,7,10,1,4,7,6,4
