"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
75,8,8,9,9,10,2,5,9,3,8,5,2,2,4,3,8,2,7,6,10,6,9,4,5
76,2,5,2,8,5,10,9,1,9,10,6,9,2,9,5,5,10,6,2,7,7,6,8,6
77,10,10,5,10,9,7,4,4,9,3,3,9,4,7,5,3,10,9,8,1,2,10,10,10
78,2,2,4,5,4,9,10,1,2,6,3,2,10,3,9,6,10,8,6,10,10,8,4,1
79,9,10,3,8,7,8,4,9,10,7,2,6,2,6,4,10,5,7,10,3,9,3,7,5
80,1,5,9,1,10,1,10,1,10,10,8,3,6,1,10,6,5,4,10,4,4,2,6,1
81,1,1,1,5,6,2,7,8,9,10,1,8,2,8,8,4,8,7,7,4,9,7,1,9
82,5,9,5,5,9,4,5,5,5,4,3,5,9,3,7,4,5,3,5,9,2,5,1,5
83,4,3,4,4,5,3,9,10,8,9,10,7,9,9,5,1,10,8,8,5,4,3,6,3
84,1,6,9,3,10,1,1,8,9,7,6,1,3,2,10,8,2,2,7,6,9,6,1,6
85,5,5,3,3,4,3,4,2,10,4,2,2,10,3,6,10,10,1,7,10,3,4,9,2
86,7,2,10,1,7,7,1,4,5,4,8,10,7,7,2,6,5,4,8,10,6,6,5,3
87,3,2,3,3,8,1,9,10,6,2,9,9,10,8,7,4,8,7,10,5,2,1,1,8
88,3,1,5,4,8,5,8,1,4,7,9,9,5,4,9,6,3,3,1,4,10,2,8,3
89,1,1,3,7,2,2,5,10,10,1,1,4,9,1,1,2,4,6,10,5,7,8,6,10
90,8,2,4,8,4,6,8,1,6,6,8,6,4,4,1,2,4,2,3,9,1,9,9,5
91,8,1,1,8,7,7,5,9,6,9,4,4,1,1,9,2,7,10,4,2,3,7,2,5
92,6,4,3,2,3,2,9,6,2,10,1,10,6,5,3,3,4,4,3,1,1,4,6,7
93,9,2,10,7,4,3,7,3,1,9,3,8,2,10,10,5,9,5,2,6,3,5,7,5
94,4,5,6,1,3,4,10,5,8,3,8,3,8,4,3,4,2,9,10,1,7,8,10,7
95,9,4,1,6,5,10,9,5,9,2,7,7,10,1,5,9,9,3,9,1,8,10,3,5
96,8,10,10,2,7,10,2,2,5,4,3,5,3,6,3,8,8,7,4,10,7,10,1,2
97,9,5,9,1,2,3,4,10,9,1,6,1,7,4,5,4,3,2,1,6,10,7,4,8
98,5,4,6,2,3,7,1,4,4,3,6,7,5,10,6,10,2,2,2,8,6,10,4,9
99,5,1,4,9,5,3,7,4,3,6,8,1,3,6,10,5,2,6,2,7,10,1,4,8
100,4,3,5,1,10,7,7,4,4,9,3,4,7,3,5,7,4,5,6,3,3,5,1,1
101,1,7,8,3,7,3,9,9,9,2,8,1,2,7,5,8,7,5,1,9,5,2,1,6
102,9,9,1,8,6,9,10,7,8,10,5,6,9,8,1,5,1,1,2,5,10,4,7,1
103,2,5,1,9,4,4,9,4,1,4,9,10,5,10,8,9,5,9,2,3,1,5,9,4
104,4,6,6,1,6,2,8,9,4,4,9,7,6,10,2,1,7,5,7,9,8,8,8,4
105,1,2,5,2,4,3,9,10,5,3,2,1,7,2,5,3,4,7,6,5,8,8,1,9
106,8,6,9,8,2,3,2,1,7,6,4,1,10,7,5,6,4,4,6,4,4,10,6,5
107,1,3,9,10,8,6,9,4,5,9,8,10,5,8,2,2,7,9,10,9,8,1,4,7
108,5,5,3,1,1,1,5,10,9,8,7,8,6,8,3,2,9,10,4,4,2,4,1,6
109,8,10,4,1,8,8,9,8,7,1,7,5,7,5,1,9,10,4,4,4,7,1,9,9
110,8,5,9,8,2,5,6,10,6,10,6,9,10,8,5,6,3,4,10,7,5,9,8,4
111,1,6,8,1,7,10,7,1,8,3,10,1,1,8,2,2,7,7,3,1,6,2,4,2
112,3,10,2,2,6,6,5,6,5,4,4,8,5,10,10,1,10,1,5,4,2,10,6,8
113,7,6,9,4,10,4,7,4,7,2,5,8,4,7,2,3,7,8,6,2,8,2,8,3
114,1,4,3,4,8,7,4,5,7,2,4,10,7,1,5,6,10,6,10,4,1,2,10,6
115,8,6,3,10,4,1,8,3,10,1,2,3,4,9,5,1,2,9,10,10,10,4,8,7
116,1,10,8,6,7,5,6,1,4,9,10,6,5,8,1,4,5,6,8,3,6,3,5,9
117,1,6,10,8,2,7,9,2,6,7,1,4,1,4,1,10,1,6,9,4,7,3,6,5
118,1,5,1,10,4,10,9,2,9,4,10,4,3,3,3,10,4,1,5,2,4,10,9,6
119,7,6,5,4,10,5,9,10,9,6,3,7,4,8,8,6,5,7,6,6,6,2,8,2
120,6,5,9,5,1,8,1,9,8,3,7,7,10,1,7,4,5,3,4,1,1,10,9,3
121,1,8,5,8,3,10,9,8,1,8,8,8,1,2,6,10,9,7,1,4,5,7,5,5
122,4,4,8,5,4,7,7,4,2,6,2,10,3,5,2,9,10,1,7,7,8,5,10,9
123,5,6,9,8,7,1,8,6,4,8,4,3,10,5,5,5,4,9,3,10,10,5,4,8
124,9,3,1,6,9,7,3,4,4,5,10,2,9,7,8,6,7,7,9,1,6,2,1,5
125,4,4,9,9,1,8,7,7,10,3,8,1,3,2,9,1,10,3,8,10,1,7,3,8
126,8,9,2,6,8,9,9,5,2,5,9,2,10,7,9,4,1,4,10,7,6,3,1,7
127,9,2,5,1,2,9,2,4,10,5,7,4,4,9,2,4,1,8,6,4,5,7,4,1
128,1,10,5,9,4,9,10,10,10,7,4,9,6,6,8,1,2,4,5,5,3,3,1,2
129,1,5,8,6,2,6,1,5,3,2,9,10,8,10,7,2,4,7,10,2,3,8,7,5
130,3,2,10,7,7,3,2,10,6,5,2,8,1,8,6,4,6,3,4,9,5,5,5,4
131,9,4,8,8,3,5,6,3,10,7,7,7,3,6,8,2,9,9,2,4,4,9,1,3
132,8,8,9,7,7,7,2,4,8,5,4,1,9,4,6,4,2,2,8,4,1,1,3,10
133,7,6,5,4,10,9,6,1,10,2,10,10,7,10,10,7,8,3,7,7,5,7,10,9
134,3,6,4,7,3,3,1,1,10,8,9,5,5,10,9,2,8,4,7,10,3,7,10,4
135,8,5,1,1,6,1,9,4,8,2,2,5,5,8,8,8,6,8,5,10,9,2,9,9
136,1,8,1,10,1,4,7,2,10,5,10,3,6,2,7,5,3,1,4,1,8,9,9,6
137,9,5,8,2,2,10,5,10,3,5,3,9,10,4,9,1,4,1,9,9,9,4,7,6
138,6,5,8,1,2,10,10,5,6,6,10,9,7,3,9,3,1,8,5,7,8,5,6,8
139,6,6,1,4,1,3,3,9,9,3,4,1,2,6,1,1,5,1,3,10,8,2,6,2
140,8,8,2,7,9,3,7,1,7,1,3,3,5,6,7,2,9,10,3,4,2,3,8,7
141,9,9,7,6,4,9,1,8,3,4,8,6,8,5,5,1,4,7,2,3,6,9,8,5
142,2,7,2,2,1,4,4,1,5,1,2,7,5,10,8,4,6,6,10,8,3,2,8,5
143,8,7,6,1,9,3,3,10,10,4,2,6,10,5,4,10,8,9,4,5,5,10,7,8
144,3,7,4,5,9,4,9,4,3,5,10,7,5,2,3,1,1,2,3,9,2,4,10,4
145,5,6,5,8,7,8,7,5,4,5,4,8,8,2,3,1,9,9,3,4,5,8,2,9
146,5,10,1,2,3,8,10,1,6,6,8,9,3,4,7,7,9,3,6,6,8,1,8,2
147,5,2,1,5,10,6,7,9,5,5,3,4,1,7,2,9,7,4,10,5,3,6,1,8
148,4,8,7,4,5,6,6,5,10,1,8,3,4,4,9,7,3,5,9,5,3,5,5,7
149,5,10,2,9,4,6,5,9,10,10,2,3,9,6,5,9,5,2,2,3,4,7,10,2
150,8,9,8,5,7,8,10,8,7,6,9,1,2,7,5,4,8,8,2,3,3,8,6,5
151,5,1,5,5,1,3,8,3,7,6,10,2,1,4,10,8,9,8,4,10,3,5,10,2
152,8,5,1,4,6,9,5,8,8,6,10,6,3,7,3,1,8,7,9,3,6,2,3,5
153,7,9,4,6,8,3,9,3,7,1,1,7,7,6,6,1,6,7,3,2,4,4,6,8
154,9,3,3,10,1,7,2,7,1,1,4,8,7,5,1,2,10,9,5,9,2,8,8,5
155,2,5,2,8,1,4,1,6,6,4,9,10,8,8,9,6,5,7,4,10,10,9,5,1
156,5,4,10,5,6,9,4,3,7,3,8,7,8,4,6,8,3,8,8,4,10,5,3,4
157,1,6,3,6,5,9,1,3,9,5,3,8,9,8,8,1,4,2,3,7,5,3,2,3
158,5,8,6,7,2,4,10,1,5,4,8,10,3,10,1,8,7,6,4,4,8,4,4,2
159,6,2,1,8,10,1,10,8,10,9,8,1,8,4,2,1,7,3,8,7,2,2,8,2
160,6,3,10,2,7,6,2,9,6,6,8,6,5,2,5,9,3,7,2,5,5,3,1,8
161,4,1,5,9,4,5,3,7,1,6,7,7,2,1,1,10,8,4,8,3,6,2,4,9
162,2,6,3,8,10,9,2,4,3,5,2,1,1,10,7,2,4,3,1,10,9,1,1,1
163,5,2,1,1,9,9,3,7,8,1,4,10,7,7,1,9,4,4,7,1,2,6,5,1
164,10,1,2,8,9,3,6,6,9,8,7,3,3,2,6,9,4,1,6,5,3,6,7,4
165,8,9,10,8,10,2,5,9,2,9,3,3,5,6,9,1,7,4,5,6,3,4,4,4
166,7,7,2,5,1,10,6,8,10,7,5,4,6,6,8,6,3,2,2,2,8,1,8,3
167,4,10,6,9,8,7,7,1,10,9,6,10,9,9,4,1,10,5,2,4,5,1,7,5
168,10,7,8,5,7,10,2,5,8,10,5,8,4,8,7,3,4,5,5,9,10,2,2,3
169,1,5,4,8,9,1,2,9,10,7,1,10,7,5,8,3,1,6,6,8,7,2,6,10
170,8,7,6,1,2,4,3,9,9,1,1,2,5,1,4,7,7,7,4,7,9,8,2,10
171,3,4,3,3,2,1,8,6,10,10,4,10,7,1,6,3,4,2,4,1,7,1,7,4
172,6,1,10,8,9,4,3,5,9,2,5,4,7,4,2,2,8,1,3,4,5,2,2,10
173,1,1,3,7,10,6,3,5,3,1,1,4,4,6,5,8,10,5,5,7,5,3,7,6
174,8,7,5,1,10,9,5,5,1,1,4,10,4,3,8,8,9,8,4,7,5,4,4,4
175,7,2,3,6,7,9,7,6,7,3,4,4,7,2,4,7,9,3,2,8,8,1,8,8
176,7,10,7,5,9,4,4,8,7,4,6,1,4,3,9,5,1,9,8,4,7,7,10,2
177,1,10,10,6,6,8,3,5,9,3,3,4,5,8,3,10,5,3,9,6,7,7,2,10
178,10,8,4,9,1,10,2,2,1,7,6,4,2,8,5,9,5,6,7,2,8,10,1,5
179,7,2,8,4,8,5,5,8,10,4,7,10,3,4,3,3,10,5,4,8,1,9,6,9
180,6,1,2,1,6,7,9,8,5,10,10,6,10,9,7,5,1,2,4,6,2,8,2,9
181,1,2,8,10,10,4,6,7,5,6,7,4,3,10,10,8,2,10,5,8,9,1,8,8
182,8,4,1,5,3,2,4,3,5,3,1,1,8,10,4,3,2,10,3,10,7,7,1,6
183,1,6,9,10,10,2,5,5,10,9,9,8,10,9,6,7,2,4,8,7,10,7,9,6
184,3,2,5,10,5,4,1,8,7,4,5,4,7,10,10,3,10,4,7,3,5,4,8,7
185,6,6,10,1,4,3,5,9,2,7,6,7,10,2,1,10,8,1,7,4,6,7,4,3
186,1,3,2,9,3,9,2,4,3,2,1,2,1,1,1,10,10,7,8,8,2,10,3,4
187,4,3,2,10,7,7,4,2,2,7,2,1,6,9,9,1,3,3,10,9,2,6,1,8
188,6,4,6,10,7,10,1,7,10,3,4,7,7,2,4,2,2,2,7,10,1,10,8,4
189,7,10,8,5,8,4,2,3,6,4,6,9,3,7,1,4,4,10,6,2,3,1,5,10
190,2,3,5,2,8,1,9,8,6,3,9,6,8,1,3,5,4,10,7,4,8,4,9,7
191,5,7,7,2,6,1,1,9,2,10,9,7,3,1,1,3,10,6,1,6,6,6,3,3
192,9,6,4,8,4,8,5,3,3,9,3,3,4,10,1,10,10,10,2,9,6,6,10,4
193,9,1,7,6,4,3,5,8,6,9,10,9,5,3,9,10,2,6,6,7,2,8,3,1
194,7,1,1,6,4,10,7,8,9,1,2,1,8,7,3,1,1,7,2,1,3,1,4,1
195,3,3,10,6,4,5,4,7,3,2,1,6,10,9,10,1,3,4,3,6,9,5,6,8
196,6,8,2,9,9,5,10,1,4,8,5,1,3,1,6,9,1,6,6,7,5,4,5,8
197,7,4,1,8,1,5,9,3,2,1,7,1,3,4,3,6,7,10,8,7,4,7,8,3
198,6,8,7,10,9,8,1,4,4,1,1,1,10,1,7,10,3,4,2,9,9,10,6,6
199,4,2,4,4,8,1,10,8,4,3,6,5,5,6,1,1,9,7,2,4,3,3,5,3
200,7,10,10,10,3,10,4,8,8,9,7,2,2,3,8,3,6,3,2,7,3,4,1,7
201,10,9,3,3,1,7,6,7,4,7,3,6,8,7,8,9,2,6,6,8,1,9,9,8
202,1,1,4,7,10,3,2,6,9,2,3,7,6,8,4,4,3,2,7,8,9,1,8,2
203,4,1,10,10,6,4,4,10,9,3,3,8,2,8,4,2,8,3,9,4,7,3,5,7
204,9,5,6,3,4,7,5,1,7,3,8,2,4,2,8,2,5,2,2,1,1,8,9,1
205,7,5,1,3,2,9,9,6,2,6,10,5,10,9,3,9,7,1,9,10,1,6,3,9
206,7,9,8,4,4,7,8,1,8,7,10,3,10,6,8,6,5,8,7,1,6,4,2,8
207,6,5,6,5,10,9,1,9,10,5,1,5,10,3,5,3,5,4,9,1,8,10,10,8
208,4,7,2,7,2,8,8,8,6,5,9,2,6,6,8,4,3,6,3,3,9,10,5,2
209,2,6,9,6,3,9,4,10,7,1,1,8,10,3,7,4,3,5,4,9,5,1,5,6
210,5,10,6,9,4,1,8,7,8,4,1,10,6,9,6,4,4,10,5,4,8,5,5,1
211,4,7,2,10,10,1,6,8,1,8,8,2,5,6,10,4,3,4,6,6,3,8,9,2
212,9,7,6,2,8,10,7,5,7,3,6,1,3,5,6,3,5,7,2,8,5,3,7,3
213,2,6,2,6,10,4,5,2,5,5,5,2,4,2,4,3,4,5,7,7,2,1,6,7
214,10,10,3,7,10,1,1,1,7,2,6,10,7,7,6,9,7,10,6,9,8,5,7,8
215,7,6,4,3,7,7,10,10,10,3,3,7,6,9,8,8,3,8,7,4,5,9,9,2
216,3,2,1,10,9,4,7,8,4,3,6,1,4,9,2,5,3,9,6,2,1,10,2,5
217,5,2,7,2,2,5,2,5,6,8,5,8,4,6,2,1,1,6,4,6,2,2,3,5
218,2,6,4,4,3,10,10,8,9,8,6,10,10,4,7,7,5,3,2,5,4,8,1,10
219,6,10,3,3,7,8,4,7,1,1,5,7,4,4,5,4,7,2,8,6,2,4,7,7
220,1,4,3,3,8,5,3,8,7,7,5,3,10,9,2,2,7,4,10,3,3,1,10,8
221,8,7,1,1,2,1,9,9,2,7,10,8,4,6,4,10,9,10,4,4,9,9,3,10
222,6,3,9,2,8,7,10,2,1,6,9,2,4,2,1,10,7,2,8,2,3,9,5,6
223,5,9,9,3,6,3,6,6,9,5,7,6,6,4,5,6,3,6,2,10,4,2,5,2
224,9,5,10,9,8,6,1,3,10,2,4,9,4,9,7,10,5,7,10,7,8,5,5,5
225,8,4,1,3,3,10,5,5,8,1,2,3,8,1,7,8,6,10,4,10,10,8,1,7
226,3,5,10,5,9,10,1,3,5,10,10,3,7,3,9,9,8,2,8,10,7,6,1,8
227,9,9,1,10,6,9,7,3,9,1,5,8,2,3,1,7,10,2,6,3,8,2,4,3
228,8,7,8,10,2,3,8,10,5,4,5,3,1,6,10,8,2,3,10,7,9,7,3,9
229,7,1,5,5,8,3,8,7,3,7,6,7,1,7,4,7,8,8,6,4,1,5,10,7
230,6,3,2,4,1,6,10,5,6,9,4,4,1,3,3,2,1,4,2,5,10,1,10,3
231,3,8,9,7,4,7,6,6,4,6,8,9,1,9,5,7,7,10,10,5,2,4,10,2
232,9,10,9,8,7,3,10,4,3,1,3,8,3,10,5,4,4,6,1,9,2,3,8,10
233,10,2,9,9,4,4,1,9,5,7,1,4,3,10,6,2,9,9,6,2,8,8,7,7
234,4,9,3,10,8,3,7,5,1,2,10,4,3,6,6,7,9,1,8,6,3,8,8,8
235,10,1,5,4,3,8,1,4,1,9,10,5,8,6,8,5,1,3,3,4,1,2,9,3
236,7,3,6,5,5,8,9,5,5,4,7,1,2,9,6,3,8,4,10,7,5,5,10,7
237,10,5,3,7,4,6,8,1,6,5,4,10,5,2,7,7,9,8,1,7,8,9,6,1
238,2,5,7,1,5,4,9,8,7,8,1,6,6,9,2,3,9,7,5,1,8,10,5,3
239,7,8,10,10,10,6,1,1,4,1,10,6,4,1,6,9,7,4,6,3,7,6,2,3
240,2,9,1,6,6,9,2,1,6,2,5,9,2,1,6,5,9,2,2,10,10,6,2,10
241,2,2,9,6,5,9,5,9,5,8,4,10,6,10,10,1,10,3,1,4,3,3,7,5
242,5,8,7,1,9,5,7,1,2,8,3,5,6,5,10,3,8,6,3,9,7,9,3,6
243,7,2,1,9,9,2,4,5,7,9,3,4,4,7,8,10,5,6,7,8,10,3,2,4
244,1,8,4,1,9,9,8,8,6,2,2,9,9,8,8,10,8,4,5,6,7,2,1,7
245,6,10,3,6,2,7,1,4,7,1,5,7,3,10,2,1,4,1,6,1,2,6,8,1
246,10,6,3,1,5,3,5,1,6,4,10,10,2,6,5,6,5,10,3,3,6,5,8,5
247,8,6,5,1,8,10,8,1,7,5,5,3,6,10,6,9,8,3,7,6,6,10,4,10
248,4,8,7,10,5,4,9,5,5,5,8,10,5,2,5,5,4,1,3,7,7,4,10,3
249,3,4,3,2,4,7,3,7,9,1,1,10,9,5,5,8,5,5,9,7,10,4,4,6
250,10,9,3,8,5,3,4,3,9,4,5,8,6,3,9,2,7,8,4,8,6,9,2,10
251,2,7,8,10,8,2,3,3,6,5,9,8,10,3,10,6,10,3,4,4,7,8,9,10
252,1,10,2,5,4,7,2,9,4,1,4,2,8,2,9,10,2,9,8,1,6,2,1,4
253,6,10,8,1,4,5,8,3,4,7,4,8,6,4,9,10,2,9,5,3,2,7,7,3
254,7,7,1,3,6,8,6,4,7,7,8,9,9,4,4,10,3,3,5,2,4,6,7,2
255,5,2,10,9,9,9,2,2,9,9,10,6,1,9,7,9,7,3,7,9,2,2,5,9
256,8,9,8,8,1,9,8,10,3,8,10,4,9,6,3,7,2,1,3,10,5,1,4,5
257,1,10,6,6,5,10,6,7,2,7,7,6,1,3,10,4,5,1,7,7,1,10,6,6
258,5,1,7,9,10,8,9,6,10,4,4,6,10,4,9,6,3,7,5,4,9,3,3,8
259,5,3,2,3,5,8,5,10,7,8,2,8,2,10,9,1,9,3,9,2,2,8,6,3
260,7,2,3,9,5,8,3,9,6,2,9,1,1,4,7,3,9,9,4,1,7,4,2,1
261,8,7,2,9,8,8,1,8,3,7,9,7,9,1,10,3,2,7,4,4,5,8,1,1
262,6,9,9,6,10,9,3,3,9,10,10,1,7,9,3,6,7,6,7,1,10,4,2,4
263,1,2,2,10,6,1,1,9,8,10,7,5,8,10,1,2,2,3,4,2,5,4,10,4
264,2,8,7,5,2,1,10,3,10,10,9,4,1,7,5,8,9,10,6,6,8,4,10,3
265,4,9,9,10,8,5,7,2,2,6,10,4,1,5,10,7,9,10,8,4,7,9,4,6
266,9,4,6,6,1,4,1,5,9,10,6,2,8,6,4,6,10,1,4,6,8,2,2,8
267,4,10,2,9,9,3,1,7,2,3,5,8,2,3,2,8,6,4,3,1,6,10,10,4
268,6,10,4,4,7,9,2,1,8,1,1,7,10,6,8,6,10,6,5,2,6,8,7,3
269,4,4,7,2,3,5,9,2,8,2,8,8,3,10,5,6,9,5,6,8,2,5,6,8
270,6,1,10,5,7,8,1,2,1,5,2,5,6,10,4,6,7,8,8,7,5,3,1,1
271,6,9,5,4,5,5,4,1,2,10,2,4,4,4,3,5,4,5,6,7,5,7,8,8
272,4,7,6,4,2,2,6,3,3,7,10,10,2,2,9,4,5,2,10,2,8,4,6,7
273,8,6,9,8,5,4,6,5,6,3,5,2,6,1,4,1,1,3,5,3,4,8,7,10
274,7,3,8,4,3,8,10,10,8,3,1,8,6,6,8,6,5,1,2,1,2,2,4,2
275,9,6,4,4,3,10,7,2,1,7,1,3,9,3,4,5,6,9,2,5,10,2,1,1
276,2,4,2,1,9,9,7,8,6,3,4,1,8,3,4,9,6,10,2,8,1,6,10,5
