"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
47,5,7,6,1,10,5,10,5,2,9,8,10,6,3,4,6,7,10,10,2,8,7,2,8
48,5,10,10,6,3,2,6,9,8,5,9,3,10,7,2,1,6,8,6,3,10,2,7,4
49,5,2,2,10,3,7,5,4,6,1,4,4,10,4,10,8,5,2,10,4,3,7,3,10
50,3,2,10,8,10,10,4,6,5,2,8,10,5,9,8,1,10,8,8,1,10,6,7,5
51,8,2,7,9,3,9,8,1,10,10,10,10,5,4,2,4,4,9,10,10,10,7,6,2
52,8,5,2,2,2,1,7,5,6,3,9,1,9,10,4,9,8,10,2,4,2,6,6,1
53,6,2,1,8,2,3,5,9,4,10,8,3,10,4,2,9,6,5,9,3,8,2,3,10
54,3,6,7,3,5,10,4,8,7,3,9,10,10,9,9,7,4,1,10,3,5,1,5,1
55,6,8,2,3,3,3,3,6,10,6,10,6,3,10,10,5,1,4,4,5,8,7,8,5
56,2,2,10,2,6,7,3,8,2,3,10,3,7,3,8,4,6,5,7,4,10,6,9,3
57,4,8,4,9,7,1,9,2,6,7,3,5,1,2,2,8,8,6,2,3,8,6,9,8
58,5,5,5,8,1,7,8,6,9,7,6,10,1,7,2,1,2,8,4,7,8,2,4,4
59,10,2,5,5,9,3,7,4,2,10,2,10,8,8,10,4,4,5,10,5,3,4,3,5
60,5,9,8,6,2,8,1,4,6,7,3,9,4,9,2,10,4,9,6,4,9,1,4,5
61,10,10,10,3,6,6,2,9,8,8,1,5,10,2,6,2,1,6,7,6,4,6,4,8
62,2,8,5,7,7,10,7,7,8,6,2,3,4,3,10,8,6,3,1,1,1,7,2,3
63,8,6,3,8,3,9,1,8,6,10,2,2,5,5,7,5,6,1,8,9,8,5,5,5
64,4,2,4,1,10,8,7,4,3,4,9,6,2,5,1,6,3,8,7,6,5,5,9,6
65,9,5,4,10,1,9,2,7,9,8,9,1,8,3,8,7,6,6,8,5,5,10,8,9
66,8,1,10,7,9,4,1,3,5,9,10,2,3,8,9,2,10,2,9,6,8,10,6,1
67,6,6,3,10,6,1,1,3,9,6,1,10,9,7,1,8,1,4,3,8,10,2,2,3
68,7,10,7,5,7,7,4,6,5,1,7,2,4,2,4,5,4,2,2,9,7,2,10,8
69,10,8,7,8,8,3,10,6,1,2,7,6,8,2,6,4,10,6,5,1,5,3,10,1
70,5,8,7,2,8,8,8,10,9,2,2,9,7,3,2,2,4,4,2,6,8,5,4,1
71,8,10,10,7,4,8,2,9,6,7,2,4,3,6,3,1,7,8,3,1,7,5,6,5
72,9,2,3,2,10,4,6,9,4,3,1,7,5,1,1,4,8,9,10,10,5,10,9,4
73,9,4,2,9,8,8,2,5,3,8,9,2,3,8,5,3,5,6,6,7,9,9,2,2
74,9,2,4,8,3,2,10,2,4,4,6,6,6,5,7,6,8,8,2,4,4,2,4,5
75,6,5,6,5,6,3,4,5,3,3,2,8,4,3,3,2,1,2,2,1,2,6,1,3
76,8,5,2,10,7,6,6,6,6,5,2,7,2,9,7,9,9,10,8,2,4,7,5,3
77,6,9,10,1,2,4,10,8,2,9,8,10,5,7,5,10,10,9,10,6,10,1,10,6
78,3,9,1,6,6,7,2,6,7,6,2,9,9,5,8,5,8,8,8,2,6,5,8,1
79,3,6,3,1,9,2,2,6,4,5,6,3,1,6,10,3,3,1,10,5,7,10,5,9
80,10,9,8,2,6,6,2,10,5,8,1,2,7,6,5,5,10,8,4,10,5,4,1,3
81,3,1,1,9,7,9,8,4,3,8,2,3,5,8,10,10,10,4,4,4,2,3,1,1
82,9,8,2,4,8,9,5,5,5,5,2,4,5,10,3,5,9,10,10,8,10,2,1,2
83,8,9,1,1,10,7,6,4,1,3,5,7,5,4,1,1,4,1,10,1,1,7,10,6
84,8,10,1,5,4,9,2,6,4,6,4,4,8,5,8,8,5,4,8,6,9,2,4,3
85,3,6,1,10,7,5,2,1,10,4,8,7,3,8,7,8,7,3,9,8,10,1,9,4
86,6,9,9,5,8,6,9,5,5,2,7,1,10,7,1,4,9,5,5,10,2,9,3,3
87,3,1,6,10,9,5,6,10,5,6,6,6,4,3,6,4,3,1,1,1,9,4,3,4
88,2,2,2,4,8,9,7,9,7,7,4,5,8,3,4,5,5,3,7,2,10,9,6,10
89,3,7,8,5,10,6,1,3,6,1,3,3,2,8,8,7,9,6,9,6,4,4,9,4
90,3,7,7,7,8,5,8,7,5,7,7,4,3,2,1,4,2,6,2,4,6,9,5,2
91,2,3,3,1,10,9,6,8,8,3,2,1,5,3,5,9,8,1,10,8,3,1,10,4
92,2,8,7,4,9,7,6,2,1,1,4,6,10,8,9,10,7,6,3,1,4,2,1,8
93,6,8,7,6,7,5,6,2,10,6,7,2,5,8,5,7,7,3,7,4,7,2,6,5
94,5,3,7,2,9,3,3,9,2,5,7,4,5,1,1,2,4,1,7,7,4,3,9,4
95,10,10,9,5,7,3,4,7,3,3,4,5,3,4,5,8,2,1,8,3,10,2,3,3
96,6,6,10,4,2,7,3,3,9,7,4,3,7,5,5,7,5,5,5,10,5,8,2,4
97,9,9,4,9,4,8,9,4,3,7,5,10,10,8,3,1,3,5,6,9,1,1,10,10
98,9,8,3,8,1,2,10,3,6,1,8,6,7,7,9,10,10,8,6,6,2,1,1,3
99,9,5,5,7,6,6,8,8,10,2,10,5,10,10,6,3,4,6,3,9,10,6,8,1
100,8,4,4,7,3,5,10,1,1,4,6,1,3,4,3,9,1,1,3,7,2,2,3,3
101,6,9,5,8,5,9,8,1,9,6,8,6,3,6,4,3,4,4,9,9,10,4,5,8
102,10,5,1,8,4,9,1,7,5,5,2,8,2,4,6,6,10,6,8,8,5,9,4,7
103,6,1,2,9,10,3,2,9,6,5,5,5,4,9,5,2,6,3,8,9,7,2,10,9
104,8,8,9,1,4,6,1,7,9,1,2,2,8,7,5,10,7,10,6,5,1,10,10,4
105,7,10,2,6,10,10,8,4,1,4,9,3,7,1,7,6,8,3,3,1,5,7,1,8
106,9,5,8,5,2,7,5,8,3,5,9,5,10,2,6,4,2,7,4,3,1,9,9,10
107,6,4,3,4,9,7,6,10,2,4,1,6,3,10,10,7,8,3,1,1,9,8,8,9
108,4,2,6,2,7,4,2,6,7,5,2,1,6,7,8,5,4,3,7,5,1,6,7,7
109,6,7,8,10,10,8,8,3,8,9,4,2,3,10,9,6,5,2,8,8,6,5,9,8
110,8,4,6,8,6,7,7,10,4,10,7,6,5,7,3,5,3,1,1,6,9,2,1,4
111,5,5,5,7,7,3,4,8,5,10,2,7,5,6,2,9,2,10,9,10,10,8,4,7
112,2,1,7,7,7,7,3,9,7,10,4,7,3,9,8,5,2,1,6,1,8,4,4,6
113,7,10,7,1,4,1,4,9,3,5,1,2,1,10,2,7,9,1,5,2,1,10,5,6
114,7,2,3,1,3,8,2,8,3,3,2,4,5,9,7,7,3,10,3,5,10,1,10,6
115,6,5,4,6,5,2,1,10,9,1,9,3,8,10,1,3,6,5,3,1,5,10,6,5
116,8,8,4,8,1,2,3,10,7,9,5,10,5,3,5,2,7,5,8,6,10,2,3,9
117,9,9,6,9,2,1,6,2,7,8,2,9,7,3,8,4,8,7,9,4,2,1,10,3
118,9,2,4,3,4,9,5,8,2,4,1,10,3,7,3,3,2,6,9,3,3,4,4,9
119,1,7,2,9,6,9,6,6,5,3,2,8,4,8,5,1,4,3,3,5,1,5,5,8
120,7,1,6,4,4,9,10,6,9,8,8,1,6,4,8,4,10,9,5,10,8,6,1,6
121,10,7,8,10,4,7,2,9,9,2,3,5,9,7,5,7,3,10,6,6,7,5,10,8
122,3,3,3,1,9,9,5,5,2,6,10,3,10,1,8,8,9,9,2,7,2,2,6,8
123,8,4,6,8,3,9,6,9,8,2,8,9,4,2,6,3,4,9,10,3,4,1,1,7
124,5,6,2,1,10,2,9,4,1,1,2,8,1,3,5,4,8,8,4,4,8,6,2,5
125,3,3,9,1,3,9,9,1,4,1,7,1,3,2,6,9,3,6,1,3,3,5,2,5
126,7,2,7,3,4,7,9,5,10,4,1,3,2,8,9,2,8,5,8,3,6,9,5,4
127,2,3,10,5,1,9,3,7,5,7,8,2,8,4,4,8,7,9,8,8,3,7,5,4
128,3,1,6,1,1,1,5,10,5,4,8,6,7,3,1,5,5,1,7,5,3,8,6,4
129,4,10,9,10,6,5,10,9,2,3,4,3,3,6,7,8,5,4,2,1,2,7,6,5
130,10,4,7,9,9,5,9,4,9,6,1,8,5,9,8,1,6,6,2,1,4,7,9,10
131,10,1,2,5,1,7,7,3,4,2,4,5,2,10,6,9,10,10,3,10,5,2,1,1
132,5,9,4,9,4,9,7,1,2,5,10,2,8,4,3,1,1,7,7,10,5,4,1,4
133,3,6,3,2,7,7,10,3,10,2,10,1,3,4,1,8,1,10,5,7,10,5,5,4
134,9,2,2,7,7,2,7,5,2,4,3,4,2,8,4,3,2,3,8,2,5,3,1,5
135,5,1,3,4,9,9,1,10,1,3,3,6,2,2,1,7,7,5,2,10,6,2,8,6
136,7,1,2,3,2,9,9,5,5,7,5,10,10,7,6,7,4,2,5,6,6,9,6,5
137,7,9,2,2,4,4,7,10,1,2,10,6,10,6,2,5,10,6,6,1,1,1,3,8
138,5,7,9,9,4,7,10,10,7,9,5,1,1,5,8,5,10,6,2,5,3,8,1,3
139,4,9,8,3,9,5,8,1,8,1,5,3,5,9,8,5,8,5,10,5,1,2,7,5
140,5,2,2,10,5,2,1,3,3,5,7,9,8,9,10,1,1,3,5,7,8,7,4,9
141,10,7,7,2,6,3,6,1,7,3,10,1,1,3,6,5,2,5,7,7,8,1,3,3
142,2,9,3,6,3,9,4,6,3,6,2,2,2,4,1,10,8,9,9,4,2,8,4,8
143,10,3,8,4,4,7,4,6,4,9,5,3,10,10,9,5,4,3,3,7,5,7,9,9
144,4,6,10,2,5,4,5,8,8,2,3,1,10,4,7,9,1,5,8,4,1,4,9,5
145,7,6,2,3,9,9,3,3,5,2,6,2,9,1,1,1,2,10,7,6,1,7,9,5
146,9,7,4,8,5,7,1,6,10,3,6,4,9,5,5,2,4,7,3,1,2,7,2,9
147,3,1,2,5,3,1,7,9,6,9,8,7,5,2,9,4,10,1,4,7,6,5,1,9
148,7,5,9,1,1,3,6,10,2,8,3,1,8,6,1,8,5,1,4,10,5,1,3,3
149,4,3,5,7,8,6,4,1,5,4,10,6,9,2,1,7,2,2,3,6,5,10,4,6
150,5,6,6,6,10,10,1,6,9,6,5,5,7,1,4,1,9,2,3,2,7,10,4,9
151,1,7,3,9,3,7,10,9,2,5,10,8,2,5,3,9,4,8,3,8,8,7,10,3
152,3,10,2,3,3,4,3,8,7,1,5,9,7,3,4,1,2,4,10,1,4,10,4,6
153,4,3,7,5,10,3,7,9,6,10,9,4,10,2,9,3,4,7,6,10,10,8,5,6
154,7,1,9,8,7,2,8,3,4,10,8,2,6,5,5,9,1,3,9,10,10,2,8,1
155,10,6,7,5,8,1,6,2,7,3,3,4,2,10,1,8,6,1,6,3,7,5,8,3
156,5,10,9,6,4,7,3,6,2,7,8,8,2,2,1,9,10,3,6,9,2,4,10,6
157,2,9,6,1,4,9,4,1,2,2,2,2,9,7,9,6,6,10,10,1,4,5,7,10
158,9,2,6,9,4,10,8,2,3,10,5,3,7,4,6,7,5,3,1,10,2,9,6,1
159,3,10,3,7,5,1,5,3,9,4,10,3,6,1,4,3,9,7,3,5,1,8,3,10
160,5,3,7,1,9,2,3,1,1,4,4,2,2,3,1,10,1,2,3,8,3,4,6,8
161,6,10,10,10,7,2,3,10,9,1,8,1,8,8,7,9,7,5,8,5,9,1,2,9
162,10,6,6,9,8,5,6,4,10,8,7,10,9,2,4,10,8,4,5,5,10,4,8,8
163,8,8,9,6,7,1,6,10,3,4,5,8,3,6,1,8,6,9,8,2,9,8,7,7
164,5,5,10,7,9,6,1,7,8,5,2,6,8,5,1,5,5,3,9,1,1,6,7,4
165,3,7,2,8,1,8,8,5,4,9,9,6,1,6,10,1,6,7,10,7,9,4,9,8
166,10,8,3,3,9,7,7,5,2,7,3,7,3,5,2,2,9,1,5,4,6,7,9,6
167,4,10,8,4,4,4,9,2,8,7,2,4,6,4,5,2,4,2,9,6,5,10,9,2
168,2,6,3,7,9,4,4,4,4,9,1,2,10,9,8,5,10,1,8,1,6,1,5,1
169,1,3,4,2,6,7,7,5,9,8,9,10,9,6,3,2,3,8,3,10,3,6,5,8
170,4,4,7,10,9,10,6,9,9,8,3,8,4,5,3,4,10,3,5,4,5,7,8,8
171,7,7,9,8,7,6,3,4,1,3,10,7,8,6,4,7,5,6,2,3,10,8,7,7
172,3,10,9,6,9,4,8,8,10,1,1,2,3,3,2,8,2,3,8,4,2,10,2,3
173,5,4,5,4,9,8,2,9,3,4,7,5,4,2,4,1,6,2,3,8,5,7,7,6
174,6,3,7,5,5,9,2,8,2,2,7,2,4,2,7,1,10,5,8,3,3,8,6,4
175,4,4,9,7,3,1,4,5,5,1,5,9,10,1,3,5,6,1,7,2,5,3,1,5
176,8,6,5,2,1,7,3,4,2,9,2,4,3,9,3,5,8,4,10,9,3,1,5,9
177,7,9,8,2,9,4,3,6,6,10,9,7,5,1,8,7,6,9,10,6,9,3,2,9
178,2,6,5,1,5,6,7,4,2,5,8,2,10,4,1,10,6,4,9,2,1,9,4,5
179,2,8,7,8,6,3,3,6,4,5,6,8,3,3,6,3,8,4,10,1,10,6,9,5
180,10,2,5,9,7,2,7,5,2,7,3,2,8,3,10,4,10,2,5,9,4,3,3,4
181,8,6,8,1,8,8,2,7,5,5,10,5,8,4,6,10,2,10,8,8,2,4,5,8
182,5,4,4,1,4,4,6,6,5,10,1,7,7,7,5,2,3,9,5,6,2,5,4,7
183,5,9,7,6,7,8,2,1,6,8,2,9,6,2,9,6,6,3,5,3,8,5,9,1
184,3,7,1,9,8,4,2,1,7,9,9,3,8,5,9,8,3,10,10,6,8,5,8,10
185,3,1,3,9,7,2,7,7,9,4,7,5,7,2,3,9,8,3,5,8,9,10,7,1
186,9,1,2,4,10,8,8,5,2,3,8,7,7,10,8,3,5,6,4,6,10,1,3,5
187,3,2,4,4,8,6,5,9,1,2,3,8,8,3,9,6,8,10,7,10,1,8,2,7
188,7,9,9,2,2,3,8,4,5,6,8,10,6,2,5,9,1,5,2,9,3,7,3,7
189,1,4,8,9,4,3,7,6,7,3,9,10,7,4,8,2,5,5,5,9,7,10,4,4
190,2,1,6,6,1,6,6,10,6,1,10,9,5,4,2,6,3,8,9,4,5,4,10,7
191,1,3,6,3,10,3,3,9,8,9,4,3,6,9,5,3,1,10,10,7,10,6,6,6
192,2,4,3,6,1,2,7,1,7,3,3,9,9,5,3,2,6,7,8,5,5,7,10,7
193,7,7,6,2,5,8,5,5,1,9,2,6,9,8,2,4,3,9,4,1,1,10,7,3
194,7,1,5,8,9,9,3,9,10,7,3,10,9,3,10,3,2,4,7,6,10,1,4,7
195,9,8,2,3,10,7,10,1,1,5,3,1,9,8,2,3,1,1,8,9,2,6,5,3
196,7,6,4,1,5,8,5,8,10,4,10,1,7,7,5,3,3,7,4,5,7,2,6,2
197,3,5,3,2,7,8,6,10,6,7,1,6,9,2,1,1,8,8,6,5,6,10,1,3
198,3,6,5,9,2,5,9,3,6,3,10,3,3,2,1,5,10,5,5,3,7,5,6,6
199,5,2,4,1,7,6,3,10,2,6,5,3,9,1,9,1,1,5,9,6,8,5,5,10
200,1,2,10,1,4,5,6,1,6,5,6,5,4,7,8,4,4,5,5,3,3,2,4,9
201,7,8,3,5,7,4,8,10,1,4,5,6,1,9,6,8,5,6,8,10,4,7,4,6
202,6,4,10,7,2,1,5,4,5,1,6,10,6,3,7,6,1,9,9,5,6,8,1,5
203,7,5,2,3,9,5,9,5,7,10,2,3,9,5,2,6,6,7,10,6,9,2,2,3
204,9,6,10,4,8,5,1,6,10,6,5,4,1,6,1,6,2,10,3,9,6,7,3,2
205,1,9,8,7,5,5,1,9,3,9,8,4,4,6,9,3,7,9,10,10,5,9,7,8
206,10,8,9,2,3,10,3,6,9,4,1,4,8,1,5,6,9,2,1,6,4,1,9,8
207,4,10,9,3,3,8,9,5,3,2,1,6,1,2,10,10,5,3,6,3,8,1,8,7
208,6,6,8,6,3,8,7,10,4,8,1,10,2,6,6,8,4,4,7,4,10,1,8,3
209,7,3,9,6,8,5,4,6,3,2,1,3,10,7,1,3,7,3,4,1,2,9,6,9
210,9,9,10,10,7,9,3,10,6,8,8,3,3,5,8,1,6,7,4,3,8,8,7,8
211,3,6,5,1,1,4,1,4,9,1,3,3,8,10,8,9,5,2,3,4,10,1,7,2
212,7,6,6,9,7,2,2,7,3,9,6,3,9,7,1,10,8,6,8,1,7,1,8,5
213,4,10,9,10,2,2,4,5,8,3,2,1,5,8,2,5,4,10,8,2,5,5,4,5
214,5,8,3,5,4,4,1,5,9,1,2,6,1,5,6,9,4,4,3,9,6,4,9,6
215,6,1,6,10,8,4,6,9,4,5,8,4,6,4,3,5,2,1,10,8,10,9,7,2
216,6,8,3,3,2,3,8,8,2,3,2,10,8,7,3,4,2,5,5,5,10,10,5,8
217,6,4,6,10,5,7,7,4,5,10,8,2,5,7,2,5,4,10,5,3,2,10,1,8
218,9,9,8,5,6,3,10,1,6,2,1,7,6,1,6,3,2,6,5,1,4,10,5,5
219,10,6,6,1,7,3,8,3,9,7,6,5,10,8,2,9,5,5,8,1,5,4,10,6
220,3,1,9,9,6,3,8,9,1,1,1,6,10,4,9,3,1,6,10,2,10,7,9,9
221,1,4,1,4,2,1,10,8,5,9,7,9,7,6,2,1,3,7,5,7,8,7,2,1
222,1,9,3,1,6,9,9,2,2,4,8,8,8,5,6,1,6,2,6,7,3,2,1,4
223,5,9,4,4,3,4,10,3,5,2,3,9,4,5,4,4,3,9,2,5,10,10,6,6
224,1,6,8,4,6,7,5,7,1,9,10,1,4,9,1,5,4,3,8,2,8,3,7,7
225,10,6,8,5,5,4,5,2,2,9,10,1,1,3,3,5,5,5,2,8,1,2,6,10
226,2,7,1,5,7,9,10,10,4,7,1,5,4,4,4,9,3,9,5,8,3,9,2,8
227,9,7,10,10,6,2,2,10,7,9,6,5,4,4,9,7,8,1,10,4,6,8,5,9
228,10,2,10,9,5,3,2,3,9,4,10,1,4,10,10,2,5,6,6,5,9,9,8,7
229,1,2,8,10,7,10,2,4,1,10,5,10,10,1,2,3,4,4,4,3,9,10,2,7
230,10,10,3,7,6,1,6,9,1,3,1,2,10,8,1,3,7,4,7,7,9,1,10,3
231,2,1,7,6,3,5,5,1,9,4,5,8,4,10,3,10,8,8,5,1,1,4,3,10
232,1,4,4,6,7,1,1,3,8,10,5,3,10,4,7,5,7,8,6,4,2,6,1,2
233,6,8,10,1,1,3,3,5,6,4,8,10,7,3,4,6,6,9,10,10,10,6,4,6
234,4,1,7,4,5,6,9,4,9,3,3,8,9,6,5,8,1,9,3,10,3,1,5,3
235,4,10,2,4,5,10,3,10,2,6,6,7,3,7,4,8,6,8,9,2,3,2,4,3
236,4,9,2,9,7,4,1,8,2,3,1,7,8,3,10,5,4,7,8,6,10,5,3,7
237,10,3,6,8,6,6,5,8,2,3,2,5,10,5,9,3,3,8,3,10,2,7,9,9
238,3,3,6,3,3,9,8,4,1,10,2,4,3,9,10,10,4,9,2,2,9,4,7,7
239,9,10,9,5,4,2,7,4,7,7,8,3,4,10,2,5,9,1,3,7,10,8,10,4
240,6,8,2,3,3,1,4,6,1,8,8,7,5,3,5,1,1,9,5,9,9,4,4,6
241,5,9,8,9,10,9,7,4,7,2,10,2,5,1,8,7,10,9,6,8,10,7,2,3
242,10,3,4,1,1,5,7,6,9,4,2,10,9,10,1,3,1,7,8,7,9,5,8,8
243,10,10,6,4,8,10,8,4,4,1,9,9,10,6,6,10,7,3,9,7,10,5,6,2
244,3,5,2,5,3,5,4,5,2,2,2,9,1,1,9,1,8,2,10,8,1,5,6,6
245,2,2,10,6,10,2,7,3,6,2,4,9,3,9,4,6,7,7,2,6,3,10,5,1
246,7,5,7,5,3,10,10,9,8,8,8,3,7,5,1,10,8,3,7,8,9,9,1,5
247,4,3,10,9,8,6,10,9,3,6,4,9,3,10,9,6,4,10,9,1,5,10,7,8
248,8,2,10,10,10,10,2,9,10,9,10,1,5,9,1,3,8,2,6,5,4,4,10,6
249,9,3,9,4,1,9,5,3,5,7,2,7,6,1,2,3,5,5,7,4,4,6,10,4
250,3,9,5,10,5,2,6,2,5,10,8,1,9,8,5,4,3,4,3,8,8,1,4,2
251,6,8,5,1,8,2,9,9,3,4,8,3,9,6,1,6,5,8,4,9,2,9,6,6
252,2,2,10,7,2,5,7,1,1,10,3,3,2,9,1,9,6,5,10,1,2,3,5,2
253,6,8,10,8,6,1,1,8,2,2,6,6,7,3,1,8,10,3,7,2,7,5,4,9
254,8,1,2,7,5,5,10,3,8,4,1,8,6,4,9,3,2,7,1,9,4,10,6,10
255,5,7,7,7,3,4,6,2,8,10,2,3,3,6,5,8,10,1,8,3,8,4,9,2
256,5,4,2,5,5,5,7,2,8,1,10,7,2,6,3,9,10,1,9,5,2,5,10,3
257,6,1,6,2,7,4,5,1,5,9,7,2,6,8,10,8,7,3,4,1,4,5,1,8
258,4,9,5,4,7,3,3,5,1,3,2,5,10,10,4,4,5,2,5,9,6,6,10,6
259,3,7,9,7,2,7,4,1,6,7,9,1,7,9,2,4,1,9,10,7,6,3,3,4
260,5,8,10,6,10,4,8,8,8,3,8,3,4,10,6,10,9,10,4,5,1,2,9,10
261,1,9,5,8,5,2,2,6,9,6,1,8,4,9,10,8,2,7,4,10,10,1,3,9
262,7,7,3,3,4,1,3,2,8,1,1,1,3,6,2,7,6,10,6,8,1,4,1,4
263,6,10,10,1,4,9,1,6,5,9,7,9,9,9,8,4,4,7,9,4,4,3,9,3
264,8,3,1,10,5,7,9,9,6,2,8,3,10,2,7,3,6,4,2,5,10,5,9,7
265,10,5,8,6,8,7,7,7,2,10,10,6,7,9,7,7,1,4,5,8,9,2,7,5
266,5,2,8,1,2,10,2,9,4,8,4,2,5,10,2,3,9,10,10,1,8,1,7,6
267,4,4,3,1,6,3,2,10,8,7,9,2,4,9,3,5,10,1,9,10,6,10,2,9
268,2,4,3,8,8,3,7,2,3,5,3,6,8,6,8,5,6,6,3,10,7,5,10,10
269,3,8,9,7,7,10,4,1,10,10,8,4,5,3,1,5,2,1,6,4,7,2,8,8
270,1,9,2,7,2,9,4,2,1,1,10,1,5,5,7,9,2,3,5,2,2,4,2,10
271,7,1,7,1,8,1,3,4,3,2,9,7,9,5,7,7,1,9,6,3,4,2,4,3
272,3,8,2,3,4,10,3,5,10,5,8,8,7,6,10,5,2,2,10,2,7,8,1,8
273,8,5,6,3,9,4,9,6,10,1,2,7,5,3,1,8,3,4,8,5,8,8,5,5
274,8,7,8,2,1,7,9,5,4,6,8,1,6,6,5,3,1,8,3,1,7,6,10,2
275,7,10,5,4,1,8,9,6,4,2,1,6,2,5,2,7,9,7,3,8,4,8,7,4
276,4,5,3,8,8,5,6,10,10,8,5,3,2,5,9,2,1,2,3,10,5,1,5,5
